"ServiceKey","ModuleKey","ModuleNameAr","ServiceNameAr","OriginalHref","OriginalUrl","OriginalFields","OriginalActions","OriginalStates","OriginalValidations","OriginalTables","OriginalFilters","OriginalExports","OriginalPermissions","LocalRoute","LocalApi","LocalEntity","Migration","LocalService","CatalogStatus","ParityStatus","EvidenceSource","EvidenceCapturedAt","TestCoverage","AcceptanceChecklist"
"accounting.salaries_export","accounting","إدارة المحاسبة","تصدير مسير الرواتب","salaries_export.php","https://www.sarh.org.sa/rafed/salaries_export.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.salaries_export","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.salaries_rajhi","accounting","إدارة المحاسبة","تصدير رواتب الراجحي","salaries_rajhi.php","https://www.sarh.org.sa/rafed/salaries_rajhi.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.salaries_rajhi","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_donations","accounting","إدارة المحاسبة","مراجعة التبرعات النقدية","revision_income_donations.php","https://www.sarh.org.sa/rafed/revision_income_donations.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_donations","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_approved_donations","accounting","إدارة المحاسبة","سجل التبرعات المكتملة","revision_income_approved_donations.php","https://www.sarh.org.sa/rafed/revision_income_approved_donations.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_approved_donations","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_rejected_donations","accounting","إدارة المحاسبة","سجل التبرعات المرفوضة","revision_income_rejected_donations.php","https://www.sarh.org.sa/rafed/revision_income_rejected_donations.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_rejected_donations","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income","accounting","إدارة المحاسبة","مراجعة المقبوضات النقدية","revision_income.php","https://www.sarh.org.sa/rafed/revision_income.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_approved","accounting","إدارة المحاسبة","سجل المقبوضات المكتملة","revision_income_approved.php","https://www.sarh.org.sa/rafed/revision_income_approved.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_approved","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_rejected","accounting","إدارة المحاسبة","سجل المقبوضات المرفوضة","revision_income_rejected.php","https://www.sarh.org.sa/rafed/revision_income_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_canceled","accounting","إدارة المحاسبة","سندات القبض الملغاة","revision_income_canceled.php","https://www.sarh.org.sa/rafed/revision_income_canceled.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_canceled","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_income_database","accounting","إدارة المحاسبة","دفتر سجلات المقبوضات","revision_income_database.php","https://www.sarh.org.sa/rafed/revision_income_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_income_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_expenses","accounting","إدارة المحاسبة","مراجعة المصروفات النقدية","revision_expenses.php","https://www.sarh.org.sa/rafed/revision_expenses.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_expenses","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_expenses_approved","accounting","إدارة المحاسبة","سجل المصروفات المكتملة","revision_expenses_approved.php","https://www.sarh.org.sa/rafed/revision_expenses_approved.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_expenses_approved","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_expenses_rejected","accounting","إدارة المحاسبة","سجل المصروفات المرفوضة","revision_expenses_rejected.php","https://www.sarh.org.sa/rafed/revision_expenses_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_expenses_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_expenses_canceled","accounting","إدارة المحاسبة","سندات الصرف الملغاة","revision_expenses_canceled.php","https://www.sarh.org.sa/rafed/revision_expenses_canceled.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_expenses_canceled","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_expenses_database","accounting","إدارة المحاسبة","دفتر سجلات المصروفات","revision_expenses_database.php","https://www.sarh.org.sa/rafed/revision_expenses_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_expenses_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_marketing_online","accounting","إدارة المحاسبة","مراجعة المدفوعات الإلكترونية","revision_marketing_online.php","https://www.sarh.org.sa/rafed/revision_marketing_online.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_marketing_online","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_marketing_bank","accounting","إدارة المحاسبة","مراجعة المدفوعات البنكية","revision_marketing_bank.php","https://www.sarh.org.sa/rafed/revision_marketing_bank.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_marketing_bank","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_marketing_bank_approved","accounting","إدارة المحاسبة","المدفوعات البنكية المعتمدة","revision_marketing_bank_approved.php","https://www.sarh.org.sa/rafed/revision_marketing_bank_approved.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_marketing_bank_approved","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_marketing_balance","accounting","إدارة المحاسبة","مراجعة المدفوعات من الرصيد","revision_marketing_balance.php","https://www.sarh.org.sa/rafed/revision_marketing_balance.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_marketing_balance","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_marketing_location","accounting","إدارة المحاسبة","مراجعة المدفوعات في المقر","revision_marketing_location.php","https://www.sarh.org.sa/rafed/revision_marketing_location.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_marketing_location","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.revision_marketing_failed","accounting","إدارة المحاسبة","مدفوعات المتجر المعلقة","revision_marketing_failed.php","https://www.sarh.org.sa/rafed/revision_marketing_failed.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.revision_marketing_failed","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_tree","accounting","إدارة المحاسبة","تقرير الدليل المحاسبي","finance_report_tree.php","https://www.sarh.org.sa/rafed/finance_report_tree.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_tree","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_account","accounting","إدارة المحاسبة","تقرير كشف حساب","finance_report_account.php","https://www.sarh.org.sa/rafed/finance_report_account.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_account","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_daily","accounting","إدارة المحاسبة","دفتر اليومية","finance_report_daily.php","https://www.sarh.org.sa/rafed/finance_report_daily.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_daily","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_ostaz","accounting","إدارة المحاسبة","الاستاذ العام","finance_report_ostaz.php","https://www.sarh.org.sa/rafed/finance_report_ostaz.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_ostaz","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_ostaz_monthly","accounting","إدارة المحاسبة","الاستاذ العام الشهري","finance_report_ostaz_monthly.php","https://www.sarh.org.sa/rafed/finance_report_ostaz_monthly.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_ostaz_monthly","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_revision","accounting","إدارة المحاسبة","ميزان المراجعة","finance_report_revision.php","https://www.sarh.org.sa/rafed/finance_report_revision.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_revision","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_ledger","accounting","إدارة المحاسبة","تقرير قيد يومية","finance_report_ledger.php","https://www.sarh.org.sa/rafed/finance_report_ledger.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_ledger","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_records","accounting","إدارة المحاسبة","الدفاتر المحاسبية","finance_report_records.php","https://www.sarh.org.sa/rafed/finance_report_records.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_records","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_cost_account","accounting","إدارة المحاسبة","تقرير كشف مركز تكلفة","finance_report_cost_account.php","https://www.sarh.org.sa/rafed/finance_report_cost_account.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_cost_account","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_cost_ostaz","accounting","إدارة المحاسبة","الاستاذ العام لمراكز التكلفة","finance_report_cost_ostaz.php","https://www.sarh.org.sa/rafed/finance_report_cost_ostaz.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_cost_ostaz","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_cost_revision","accounting","إدارة المحاسبة","ميزان مراجعة مراكز التكلفة","finance_report_cost_revision.php","https://www.sarh.org.sa/rafed/finance_report_cost_revision.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_cost_revision","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_dynamic_create","accounting","إدارة المحاسبة","إنشاء تقرير مالي ذكي","finance_report_dynamic_create.php","https://www.sarh.org.sa/rafed/finance_report_dynamic_create.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_dynamic_create","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_report_dynamic_preview","accounting","إدارة المحاسبة","معاينة تقرير مالي ذكي","finance_report_dynamic_preview.php","https://www.sarh.org.sa/rafed/finance_report_dynamic_preview.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_report_dynamic_preview","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_statements_preview","accounting","إدارة المحاسبة","معاينة نموذج قائمة ديناميكية","finance_statements_preview.php","https://www.sarh.org.sa/rafed/finance_statements_preview.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_statements_preview","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.statistics_income","accounting","إدارة المحاسبة","إحصائيات الإيرادات","statistics_income.php","https://www.sarh.org.sa/rafed/statistics_income.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.statistics_income","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.statistics_expenses","accounting","إدارة المحاسبة","إحصائيات المصروفات","statistics_expenses.php","https://www.sarh.org.sa/rafed/statistics_expenses.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.statistics_expenses","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.statistics_income_period","accounting","إدارة المحاسبة","إحصائيات نمو الإيرادات","statistics_income_period.php","https://www.sarh.org.sa/rafed/statistics_income_period.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.statistics_income_period","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.statistics_expenses_period","accounting","إدارة المحاسبة","إحصائيات تغير المصروفات","statistics_expenses_period.php","https://www.sarh.org.sa/rafed/statistics_expenses_period.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.statistics_expenses_period","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_income_approved_donations","accounting","إدارة المحاسبة","سجل التبرعات المكتملة","finance_archive_income_approved_donations.php","https://www.sarh.org.sa/rafed/finance_archive_income_approved_donations.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_income_approved_donations","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_income_approved","accounting","إدارة المحاسبة","سجل المقبوضات المكتملة","finance_archive_income_approved.php","https://www.sarh.org.sa/rafed/finance_archive_income_approved.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_income_approved","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_income_canceled","accounting","إدارة المحاسبة","سندات القبض الملغاة","finance_archive_income_canceled.php","https://www.sarh.org.sa/rafed/finance_archive_income_canceled.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_income_canceled","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_income_database","accounting","إدارة المحاسبة","دفتر سجلات المقبوضات","finance_archive_income_database.php","https://www.sarh.org.sa/rafed/finance_archive_income_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_income_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_expenses_approved","accounting","إدارة المحاسبة","سجل المصروفات المكتملة","finance_archive_expenses_approved.php","https://www.sarh.org.sa/rafed/finance_archive_expenses_approved.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_expenses_approved","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_expenses_canceled","accounting","إدارة المحاسبة","سندات الصرف الملغاة","finance_archive_expenses_canceled.php","https://www.sarh.org.sa/rafed/finance_archive_expenses_canceled.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_expenses_canceled","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_archive_expenses_database","accounting","إدارة المحاسبة","دفتر سجلات المصروفات","finance_archive_expenses_database.php","https://www.sarh.org.sa/rafed/finance_archive_expenses_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_archive_expenses_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_budgets","accounting","إدارة المحاسبة","إدارة الموازنات","finance_budgets.php","https://www.sarh.org.sa/rafed/finance_budgets.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_budgets","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"accounting.finance_budgets_deviation","accounting","إدارة المحاسبة","تقرير إنحراف الموازنة","finance_budgets_deviation.php","https://www.sarh.org.sa/rafed/finance_budgets_deviation.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/accounting.finance_budgets_deviation","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_request","evaluation-followup","إدارة التقييم و المتابعة","طلب متابعة حالة","followup_request.php","https://www.sarh.org.sa/rafed/followup_request.php","search_input [text]; user_id; description [text]; reason [text]; date [text]; تحميل ملفات [file]; attachments [hidden]; سجلات الصفحة; عمليات [text]","form post https://www.sarh.org.sa/rafed/followup_request.php; button: المهام; button: التنبيهات; button: المشرف الاداري العام مشرف اداري; button: تسجيل الخروج; button: تحميل ملفات; button: إضافة سجل; button: غلق; button: منقي; button: تصدير; button: عمليات","Not captured","Not captured","3 table(s) observed","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_request","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-sample-pages.json: captured structural metadata","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_request_rejected","evaluation-followup","إدارة التقييم و المتابعة","الطلبات المرفوضة مع ملاحظة","followup_request_rejected.php","https://www.sarh.org.sa/rafed/followup_request_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_request_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_running","evaluation-followup","إدارة التقييم و المتابعة","الحالات قيد المتابعة","followup_running.php","https://www.sarh.org.sa/rafed/followup_running.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_running","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_requests","evaluation-followup","إدارة التقييم و المتابعة","طلبات متابعة الحالات","followup_requests.php","https://www.sarh.org.sa/rafed/followup_requests.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_requests","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_complete","evaluation-followup","إدارة التقييم و المتابعة","حالات منتهية بحاجة للاعتماد","followup_complete.php","https://www.sarh.org.sa/rafed/followup_complete.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_complete","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_manage","evaluation-followup","إدارة التقييم و المتابعة","إدارة متابعة الحالات","followup_manage.php","https://www.sarh.org.sa/rafed/followup_manage.php","search_input [text]; user_id; personnel_id; description [text]; reason [text]; date [text]; procedures [hidden]; تحميل ملفات [file]; attachments [hidden]; سجلات الصفحة; عمليات [text]","form post https://www.sarh.org.sa/rafed/followup_manage.php; button: المهام; button: التنبيهات; button: المشرف الاداري العام مشرف اداري; button: تسجيل الخروج; button: تحميل ملفات; button: إضافة سجل; button: غلق; button: منقي; button: تصدير; button: عمليات","Not captured","Not captured","3 table(s) observed","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_manage","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-sample-pages.json: captured structural metadata","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_zap_database_running","evaluation-followup","إدارة التقييم و المتابعة","سجل المتابعات الجارية","followup_zap_database_running.php","https://www.sarh.org.sa/rafed/followup_zap_database_running.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_zap_database_running","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_zap_database_completed","evaluation-followup","إدارة التقييم و المتابعة","سجل المتابعات المكتملة","followup_zap_database_completed.php","https://www.sarh.org.sa/rafed/followup_zap_database_completed.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_zap_database_completed","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_zap_database_rejected","evaluation-followup","إدارة التقييم و المتابعة","سجل المتابعات المرفوضة","followup_zap_database_rejected.php","https://www.sarh.org.sa/rafed/followup_zap_database_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_zap_database_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_zap_database","evaluation-followup","إدارة التقييم و المتابعة","قاعدة بيانات المتابعات","followup_zap_database.php","https://www.sarh.org.sa/rafed/followup_zap_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_zap_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط","followup_records.php","https://www.sarh.org.sa/rafed/followup_records.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records_database","evaluation-followup","إدارة التقييم و المتابعة","سجل النشاطات","followup_records_database.php","https://www.sarh.org.sa/rafed/followup_records_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
